Wavenumber (cm-1)	Wavelength (µm)	Wavelength (nm)	SynOl_Fo60
11429	0.87500	875.00	0.37533
11364	0.88000	880.00	0.37229
11299	0.88500	885.00	0.37071
11236	0.89000	890.00	0.36906
11173	0.89500	895.00	0.36727
11111	0.90000	900.00	0.36544
11050	0.90500	905.00	0.36358
10989	0.91000	910.00	0.36166
10929	0.91500	915.00	0.35957
10870	0.92000	920.00	0.35795
10811	0.92500	925.00	0.35592
10753	0.93000	930.00	0.35369
10695	0.93500	935.00	0.35153
10638	0.94000	940.00	0.35002
10582	0.94500	945.00	0.34695
10526	0.95000	950.00	0.34480
10471	0.95500	955.00	0.34267
10417	0.96000	960.00	0.33978
10363	0.96500	965.00	0.33761
10309	0.97000	970.00	0.33478
10256	0.97500	975.00	0.33177
10204	0.98000	980.00	0.32940
10152	0.98500	985.00	0.32605
10101	0.99000	990.00	0.32341
10050	0.99500	995.00	0.32112
10000	1.0000	1000.0	0.31798
9950.2	1.0050	1005.0	0.31525
9901.0	1.0100	1010.0	0.31363
9852.2	1.0150	1015.0	0.31063
9803.9	1.0200	1020.0	0.30826
9756.1	1.0250	1025.0	0.30661
9708.7	1.0300	1030.0	0.30562
9661.8	1.0350	1035.0	0.30357
9615.4	1.0400	1040.0	0.30253
9569.4	1.0450	1045.0	0.30124
9523.8	1.0500	1050.0	0.30024
9478.7	1.0550	1055.0	0.30043
9434.0	1.0600	1060.0	0.30053
9389.7	1.0650	1065.0	0.30023
9345.8	1.0700	1070.0	0.30100
9302.3	1.0750	1075.0	0.30146
9259.3	1.0800	1080.0	0.30291
9216.6	1.0850	1085.0	0.30436
9174.3	1.0900	1090.0	0.30565
9132.4	1.0950	1095.0	0.30747
9090.9	1.1000	1100.0	0.30970
9049.8	1.1050	1105.0	0.31232
9009.0	1.1100	1110.0	0.31463
8968.6	1.1150	1115.0	0.31696
8928.6	1.1200	1120.0	0.31986
8888.9	1.1250	1125.0	0.32252
8849.6	1.1300	1130.0	0.32541
8810.6	1.1350	1135.0	0.32744
8771.9	1.1400	1140.0	0.33005
8733.6	1.1450	1145.0	0.33256
8695.7	1.1500	1150.0	0.33474
8658.0	1.1550	1155.0	0.33744
8620.7	1.1600	1160.0	0.33930
8583.7	1.1650	1165.0	0.34159
8547.0	1.1700	1170.0	0.34301
8510.6	1.1750	1175.0	0.34448
8474.6	1.1800	1180.0	0.34674
8438.8	1.1850	1185.0	0.34757
8403.4	1.1900	1190.0	0.34881
8368.2	1.1950	1195.0	0.35083
8333.3	1.2000	1200.0	0.35190
8298.8	1.2050	1205.0	0.35298
8264.5	1.2100	1210.0	0.35327
8230.5	1.2150	1215.0	0.35536
8196.7	1.2200	1220.0	0.35709
8163.3	1.2250	1225.0	0.35796
8130.1	1.2300	1230.0	0.35882
8097.2	1.2350	1235.0	0.35946
8064.5	1.2400	1240.0	0.36054
8032.1	1.2450	1245.0	0.36196
8000.0	1.2500	1250.0	0.36288
7968.1	1.2550	1255.0	0.36390
7936.5	1.2600	1260.0	0.36560
7905.1	1.2650	1265.0	0.36722
7874.0	1.2700	1270.0	0.36873
7843.1	1.2750	1275.0	0.37035
7812.5	1.2800	1280.0	0.37133
7782.1	1.2850	1285.0	0.37334
7751.9	1.2900	1290.0	0.37576
7722.0	1.2950	1295.0	0.37754
7692.3	1.3000	1300.0	0.37963
7662.8	1.3050	1305.0	0.38118
7633.6	1.3100	1310.0	0.38369
7604.6	1.3150	1315.0	0.38571
7575.8	1.3200	1320.0	0.38816
7547.2	1.3250	1325.0	0.39062
7518.8	1.3300	1330.0	0.39262
7490.6	1.3350	1335.0	0.39566
7462.7	1.3400	1340.0	0.39815
7434.9	1.3450	1345.0	0.40065
7407.4	1.3500	1350.0	0.40310
7380.1	1.3550	1355.0	0.40663
7352.9	1.3600	1360.0	0.41001
7326.0	1.3650	1365.0	0.41361
7299.3	1.3700	1370.0	0.41651
7272.7	1.3750	1375.0	0.42070
7246.4	1.3800	1380.0	0.42375
7220.2	1.3850	1385.0	0.42649
7194.2	1.3900	1390.0	0.42871
7168.5	1.3950	1395.0	0.43207
7142.9	1.4000	1400.0	0.43455
7117.4	1.4050	1405.0	0.43713
7092.2	1.4100	1410.0	0.44043
7067.1	1.4150	1415.0	0.44416
7042.3	1.4200	1420.0	0.44729
7017.5	1.4250	1425.0	0.45103
6993.0	1.4300	1430.0	0.45433
6968.6	1.4350	1435.0	0.45875
6944.4	1.4400	1440.0	0.46185
6920.4	1.4450	1445.0	0.46391
6896.6	1.4500	1450.0	0.46733
6872.9	1.4550	1455.0	0.47153
6849.3	1.4600	1460.0	0.47446
6825.9	1.4650	1465.0	0.47770
6802.7	1.4700	1470.0	0.48048
6779.7	1.4750	1475.0	0.48503
6756.8	1.4800	1480.0	0.48724
6734.0	1.4850	1485.0	0.49037
6711.4	1.4900	1490.0	0.49361
6689.0	1.4950	1495.0	0.49688
6666.7	1.5000	1500.0	0.49952
6644.5	1.5050	1505.0	0.50314
6622.5	1.5100	1510.0	0.50612
6600.7	1.5150	1515.0	0.50885
6578.9	1.5200	1520.0	0.51166
6557.4	1.5250	1525.0	0.51489
6535.9	1.5300	1530.0	0.51764
6514.7	1.5350	1535.0	0.52068
6493.5	1.5400	1540.0	0.52364
6472.5	1.5450	1545.0	0.52603
6451.6	1.5500	1550.0	0.52878
6430.9	1.5550	1555.0	0.53216
6410.3	1.5600	1560.0	0.53432
6389.8	1.5650	1565.0	0.53655
6369.4	1.5700	1570.0	0.53916
6349.2	1.5750	1575.0	0.54152
6329.1	1.5800	1580.0	0.54377
6309.1	1.5850	1585.0	0.54539
6289.3	1.5900	1590.0	0.54779
6269.6	1.5950	1595.0	0.55030
6250.0	1.6000	1600.0	0.55201
6230.5	1.6050	1605.0	0.55417
6211.2	1.6100	1610.0	0.55551
6192.0	1.6150	1615.0	0.55812
6172.8	1.6200	1620.0	0.55947
6153.8	1.6250	1625.0	0.56107
6135.0	1.6300	1630.0	0.56232
6116.2	1.6350	1635.0	0.56408
6097.6	1.6400	1640.0	0.56574
6079.0	1.6450	1645.0	0.56660
6060.6	1.6500	1650.0	0.56831
6042.3	1.6550	1655.0	0.56901
6024.1	1.6600	1660.0	0.57084
6006.0	1.6650	1665.0	0.57420
5988.0	1.6700	1670.0	0.57451
5970.1	1.6750	1675.0	0.57638
5952.4	1.6800	1680.0	0.57716
5934.7	1.6850	1685.0	0.57715
5917.2	1.6900	1690.0	0.57837
5899.7	1.6950	1695.0	0.57914
5882.4	1.7000	1700.0	0.57981
5865.1	1.7050	1705.0	0.58155
5848.0	1.7100	1710.0	0.58223
5830.9	1.7150	1715.0	0.58296
5814.0	1.7200	1720.0	0.58385
5797.1	1.7250	1725.0	0.58401
5780.3	1.7300	1730.0	0.58491
5763.7	1.7350	1735.0	0.58555
5747.1	1.7400	1740.0	0.58568
5730.7	1.7450	1745.0	0.58610
5714.3	1.7500	1750.0	0.58686
5698.0	1.7550	1755.0	0.58735
5681.8	1.7600	1760.0	0.58762
5665.7	1.7650	1765.0	0.58682
5649.7	1.7700	1770.0	0.58726
5633.8	1.7750	1775.0	0.58777
5618.0	1.7800	1780.0	0.58708
5602.2	1.7850	1785.0	0.58807
5586.6	1.7900	1790.0	0.58787
5571.0	1.7950	1795.0	0.58750
5555.6	1.8000	1800.0	0.58682
5552.2	1.8011	1801.1	0.58692
5550.3	1.8017	1801.7	0.58693
5548.5	1.8023	1802.3	0.58676
5546.6	1.8029	1802.9	0.58670
5544.5	1.8036	1803.6	0.58662
5542.6	1.8042	1804.2	0.58658
5540.8	1.8048	1804.8	0.58673
5538.6	1.8055	1805.5	0.58682
5536.8	1.8061	1806.1	0.58685
5535.0	1.8067	1806.7	0.58685
5533.1	1.8073	1807.3	0.58683
5531.0	1.8080	1808.0	0.58668
5529.1	1.8086	1808.6	0.58670
5527.3	1.8092	1809.2	0.58680
5525.2	1.8099	1809.9	0.58689
5523.3	1.8105	1810.5	0.58690
5521.5	1.8111	1811.1	0.58694
5519.4	1.8118	1811.8	0.58703
5517.5	1.8124	1812.4	0.58708
5515.7	1.8130	1813.0	0.58683
5513.6	1.8137	1813.7	0.58692
5511.8	1.8143	1814.3	0.58694
5509.9	1.8149	1814.9	0.58699
5507.8	1.8156	1815.6	0.58715
5506.0	1.8162	1816.2	0.58715
5504.2	1.8168	1816.8	0.58671
5502.1	1.8175	1817.5	0.58676
5500.2	1.8181	1818.1	0.58704
5498.1	1.8188	1818.8	0.58689
5496.3	1.8194	1819.4	0.58674
5494.5	1.8200	1820.0	0.58685
5492.4	1.8207	1820.7	0.58694
5490.6	1.8213	1821.3	0.58707
5488.8	1.8219	1821.9	0.58715
5486.7	1.8226	1822.6	0.58720
5484.9	1.8232	1823.2	0.58700
5482.8	1.8239	1823.9	0.58688
5481.0	1.8245	1824.5	0.58702
5478.9	1.8252	1825.2	0.58723
5477.1	1.8258	1825.8	0.58733
5475.3	1.8264	1826.4	0.58734
5473.2	1.8271	1827.1	0.58718
5471.4	1.8277	1827.7	0.58701
5469.3	1.8284	1828.4	0.58701
5467.5	1.8290	1829.0	0.58711
5465.4	1.8297	1829.7	0.58708
5463.6	1.8303	1830.3	0.58702
5461.5	1.8310	1831.0	0.58701
5459.7	1.8316	1831.6	0.58711
5457.6	1.8323	1832.3	0.58709
5455.8	1.8329	1832.9	0.58702
5453.8	1.8336	1833.6	0.58692
5452.0	1.8342	1834.2	0.58692
5450.2	1.8348	1834.8	0.58690
5448.1	1.8355	1835.5	0.58699
5446.0	1.8362	1836.2	0.58708
5444.3	1.8368	1836.8	0.58724
5442.5	1.8374	1837.4	0.58734
5440.4	1.8381	1838.1	0.58722
5438.3	1.8388	1838.8	0.58700
5436.6	1.8394	1839.4	0.58703
5434.5	1.8401	1840.1	0.58705
5432.7	1.8407	1840.7	0.58698
5430.7	1.8414	1841.4	0.58710
5428.9	1.8420	1842.0	0.58724
5426.8	1.8427	1842.7	0.58720
5425.1	1.8433	1843.3	0.58725
5423.0	1.8440	1844.0	0.58724
5421.2	1.8446	1844.6	0.58726
5419.2	1.8453	1845.3	0.58749
5417.4	1.8459	1845.9	0.58745
5415.4	1.8466	1846.6	0.58716
5413.3	1.8473	1847.3	0.58712
5411.5	1.8479	1847.9	0.58710
5409.5	1.8486	1848.6	0.58718
5407.5	1.8493	1849.3	0.58729
5405.7	1.8499	1849.9	0.58757
5403.7	1.8506	1850.6	0.58753
5401.9	1.8512	1851.2	0.58727
5399.9	1.8519	1851.9	0.58720
5397.8	1.8526	1852.6	0.58733
5396.1	1.8532	1853.2	0.58739
5394.0	1.8539	1853.9	0.58744
5392.3	1.8545	1854.5	0.58757
5390.3	1.8552	1855.2	0.58759
5388.2	1.8559	1855.9	0.58747
5386.5	1.8565	1856.5	0.58735
5384.4	1.8572	1857.2	0.58731
5382.4	1.8579	1857.9	0.58715
5380.7	1.8585	1858.5	0.58719
5378.7	1.8592	1859.2	0.58726
5376.6	1.8599	1859.9	0.58724
5374.9	1.8605	1860.5	0.58720
5372.9	1.8612	1861.2	0.58727
5370.9	1.8619	1861.9	0.58744
5369.1	1.8625	1862.5	0.58726
5367.1	1.8632	1863.2	0.58714
5365.1	1.8639	1863.9	0.58728
5363.4	1.8645	1864.5	0.58729
5361.4	1.8652	1865.2	0.58723
5359.3	1.8659	1865.9	0.58731
5357.3	1.8666	1866.6	0.58731
5355.6	1.8672	1867.2	0.58733
5353.6	1.8679	1867.9	0.58741
5351.6	1.8686	1868.6	0.58748
5349.6	1.8693	1869.3	0.58745
5347.9	1.8699	1869.9	0.58745
5345.9	1.8706	1870.6	0.58732
5343.9	1.8713	1871.3	0.58734
5342.2	1.8719	1871.9	0.58733
5340.2	1.8726	1872.6	0.58740
5338.2	1.8733	1873.3	0.58737
5336.2	1.8740	1874.0	0.58748
5334.2	1.8747	1874.7	0.58741
5332.5	1.8753	1875.3	0.58746
5330.5	1.8760	1876.0	0.58748
5328.5	1.8767	1876.7	0.58750
5326.5	1.8774	1877.4	0.58755
5324.5	1.8781	1878.1	0.58757
5322.8	1.8787	1878.7	0.58744
5320.8	1.8794	1879.4	0.58750
5318.9	1.8801	1880.1	0.58759
5316.9	1.8808	1880.8	0.58758
5314.9	1.8815	1881.5	0.58740
5313.2	1.8821	1882.1	0.58744
5311.2	1.8828	1882.8	0.58753
5309.3	1.8835	1883.5	0.58758
5307.3	1.8842	1884.2	0.58742
5305.3	1.8849	1884.9	0.58730
5303.4	1.8856	1885.6	0.58735
5301.4	1.8863	1886.3	0.58754
5299.7	1.8869	1886.9	0.58764
5297.7	1.8876	1887.6	0.58763
5295.8	1.8883	1888.3	0.58755
5293.8	1.8890	1889.0	0.58755
5291.8	1.8897	1889.7	0.58743
5289.9	1.8904	1890.4	0.58761
5287.9	1.8911	1891.1	0.58771
5286.0	1.8918	1891.8	0.58777
5284.3	1.8924	1892.4	0.58761
5282.3	1.8931	1893.1	0.58758
5280.4	1.8938	1893.8	0.58760
5278.4	1.8945	1894.5	0.58765
5276.5	1.8952	1895.2	0.58754
5274.5	1.8959	1895.9	0.58754
5272.6	1.8966	1896.6	0.58742
5270.6	1.8973	1897.3	0.58756
5268.7	1.8980	1898.0	0.58783
5266.8	1.8987	1898.7	0.58788
5264.8	1.8994	1899.4	0.58785
5262.9	1.9001	1900.1	0.58769
5260.9	1.9008	1900.8	0.58755
5259.0	1.9015	1901.5	0.58756
5257.1	1.9022	1902.2	0.58744
5255.1	1.9029	1902.9	0.58751
5253.2	1.9036	1903.6	0.58776
5251.3	1.9043	1904.3	0.58794
5249.3	1.9050	1905.0	0.58782
5247.4	1.9057	1905.7	0.58774
5245.5	1.9064	1906.4	0.58777
5243.6	1.9071	1907.1	0.58774
5241.6	1.9078	1907.8	0.58777
5239.7	1.9085	1908.5	0.58787
5237.8	1.9092	1909.2	0.58795
5235.9	1.9099	1909.9	0.58788
5234.0	1.9106	1910.6	0.58771
5232.0	1.9113	1911.3	0.58764
5230.1	1.9120	1912.0	0.58780
5228.2	1.9127	1912.7	0.58786
5226.3	1.9134	1913.4	0.58774
5224.4	1.9141	1914.1	0.58770
5222.5	1.9148	1914.8	0.58770
5220.6	1.9155	1915.5	0.58786
5218.7	1.9162	1916.2	0.58799
5216.8	1.9169	1916.9	0.58804
5214.9	1.9176	1917.6	0.58788
5212.9	1.9183	1918.3	0.58782
5210.8	1.9191	1919.1	0.58788
5208.9	1.9198	1919.8	0.58809
5207.0	1.9205	1920.5	0.58805
5205.1	1.9212	1921.2	0.58782
5203.2	1.9219	1921.9	0.58769
5201.3	1.9226	1922.6	0.58782
5199.4	1.9233	1923.3	0.58787
5197.2	1.9241	1924.1	0.58799
5195.3	1.9248	1924.8	0.58804
5193.5	1.9255	1925.5	0.58797
5191.6	1.9262	1926.2	0.58798
5189.7	1.9269	1926.9	0.58807
5187.8	1.9276	1927.6	0.58794
5185.9	1.9283	1928.3	0.58787
5183.8	1.9291	1929.1	0.58790
5181.9	1.9298	1929.8	0.58792
5180.0	1.9305	1930.5	0.58794
5178.1	1.9312	1931.2	0.58805
5176.3	1.9319	1931.9	0.58817
5174.1	1.9327	1932.7	0.58831
5172.2	1.9334	1933.4	0.58835
5170.4	1.9341	1934.1	0.58831
5168.5	1.9348	1934.8	0.58827
5166.6	1.9355	1935.5	0.58828
5164.5	1.9363	1936.3	0.58824
5162.6	1.9370	1937.0	0.58825
5160.8	1.9377	1937.7	0.58831
5158.9	1.9384	1938.4	0.58824
5156.8	1.9392	1939.2	0.58821
5154.9	1.9399	1939.9	0.58825
5153.0	1.9406	1940.6	0.58830
5151.2	1.9413	1941.3	0.58830
5149.1	1.9421	1942.1	0.58821
5147.2	1.9428	1942.8	0.58832
5145.4	1.9435	1943.5	0.58841
5143.2	1.9443	1944.3	0.58830
5141.4	1.9450	1945.0	0.58829
5139.5	1.9457	1945.7	0.58853
5137.7	1.9464	1946.4	0.58851
5135.6	1.9472	1947.2	0.58846
5133.7	1.9479	1947.9	0.58851
5131.9	1.9486	1948.6	0.58855
5129.8	1.9494	1949.4	0.58852
5127.9	1.9501	1950.1	0.58855
5126.1	1.9508	1950.8	0.58855
5124.0	1.9516	1951.6	0.58856
5122.2	1.9523	1952.3	0.58859
5120.3	1.9530	1953.0	0.58866
5118.2	1.9538	1953.8	0.58871
5116.4	1.9545	1954.5	0.58874
5114.3	1.9553	1955.3	0.58873
5112.5	1.9560	1956.0	0.58869
5110.6	1.9567	1956.7	0.58880
5108.6	1.9575	1957.5	0.58882
5106.7	1.9582	1958.2	0.58874
5104.9	1.9589	1958.9	0.58871
5102.8	1.9597	1959.7	0.58858
5101.0	1.9604	1960.4	0.58853
5098.9	1.9612	1961.2	0.58869
5097.1	1.9619	1961.9	0.58879
5095.0	1.9627	1962.7	0.58881
5093.2	1.9634	1963.4	0.58875
5091.4	1.9641	1964.1	0.58879
5089.3	1.9649	1964.9	0.58882
5087.5	1.9656	1965.6	0.58870
5085.4	1.9664	1966.4	0.58879
5083.6	1.9671	1967.1	0.58895
5081.6	1.9679	1967.9	0.58890
5079.8	1.9686	1968.6	0.58888
5077.7	1.9694	1969.4	0.58896
5075.9	1.9701	1970.1	0.58893
5074.1	1.9708	1970.8	0.58900
5072.0	1.9716	1971.6	0.58894
5070.2	1.9723	1972.3	0.58899
5068.2	1.9731	1973.1	0.58913
5066.4	1.9738	1973.8	0.58922
5064.3	1.9746	1974.6	0.58914
5062.3	1.9754	1975.4	0.58904
5060.5	1.9761	1976.1	0.58915
5058.4	1.9769	1976.9	0.58920
5056.6	1.9776	1977.6	0.58913
5054.6	1.9784	1978.4	0.58907
5052.8	1.9791	1979.1	0.58907
5050.8	1.9799	1979.9	0.58914
5049.0	1.9806	1980.6	0.58908
5046.9	1.9814	1981.4	0.58913
5044.9	1.9822	1982.2	0.58930
5043.1	1.9829	1982.9	0.58941
5041.1	1.9837	1983.7	0.58924
5039.3	1.9844	1984.4	0.58933
5037.3	1.9852	1985.2	0.58940
5035.5	1.9859	1985.9	0.58935
5033.5	1.9867	1986.7	0.58933
5031.4	1.9875	1987.5	0.58938
5029.7	1.9882	1988.2	0.58930
5027.7	1.9890	1989.0	0.58947
5025.6	1.9898	1989.8	0.58958
5023.9	1.9905	1990.5	0.58965
5021.8	1.9913	1991.3	0.58962
5019.8	1.9921	1992.1	0.58957
5018.1	1.9928	1992.8	0.58967
5016.1	1.9936	1993.6	0.58972
5014.3	1.9943	1994.3	0.58962
5012.3	1.9951	1995.1	0.58965
5010.3	1.9959	1995.9	0.58966
5008.3	1.9967	1996.7	0.58963
5006.5	1.9974	1997.4	0.58954
5004.5	1.9982	1998.2	0.58960
5002.5	1.9990	1999.0	0.58977
5000.7	1.9997	1999.7	0.58977
4998.8	2.0005	2000.5	0.58968
4996.8	2.0013	2001.3	0.58980
4994.8	2.0021	2002.1	0.58981
4993.0	2.0028	2002.8	0.58976
4991.0	2.0036	2003.6	0.58975
4989.0	2.0044	2004.4	0.58986
4987.0	2.0052	2005.2	0.59006
4985.3	2.0059	2005.9	0.59007
4983.3	2.0067	2006.7	0.58991
4981.3	2.0075	2007.5	0.58989
4979.3	2.0083	2008.3	0.59006
4977.6	2.0090	2009.0	0.59011
4975.6	2.0098	2009.8	0.59004
4973.6	2.0106	2010.6	0.59004
4971.7	2.0114	2011.4	0.59014
4969.7	2.0122	2012.2	0.59011
4968.0	2.0129	2012.9	0.59011
4966.0	2.0137	2013.7	0.59014
4964.0	2.0145	2014.5	0.59016
4962.0	2.0153	2015.3	0.59013
4960.1	2.0161	2016.1	0.59002
4958.3	2.0168	2016.8	0.59017
4956.4	2.0176	2017.6	0.59033
4954.4	2.0184	2018.4	0.59034
4952.5	2.0192	2019.2	0.59038
4950.5	2.0200	2020.0	0.59055
4948.5	2.0208	2020.8	0.59063
4946.6	2.0216	2021.6	0.59050
4944.6	2.0224	2022.4	0.59053
4942.7	2.0232	2023.2	0.59070
4941.0	2.0239	2023.9	0.59074
4939.0	2.0247	2024.7	0.59075
4937.1	2.0255	2025.5	0.59081
4935.1	2.0263	2026.3	0.59083
4933.2	2.0271	2027.1	0.59080
4931.2	2.0279	2027.9	0.59085
4929.3	2.0287	2028.7	0.59082
4927.3	2.0295	2029.5	0.59085
4925.4	2.0303	2030.3	0.59080
4923.4	2.0311	2031.1	0.59080
4921.5	2.0319	2031.9	0.59095
4919.6	2.0327	2032.7	0.59096
4917.6	2.0335	2033.5	0.59095
4915.7	2.0343	2034.3	0.59094
4913.8	2.0351	2035.1	0.59082
4911.8	2.0359	2035.9	0.59080
4909.9	2.0367	2036.7	0.59090
4908.0	2.0375	2037.5	0.59103
4906.0	2.0383	2038.3	0.59115
4904.1	2.0391	2039.1	0.59122
4902.2	2.0399	2039.9	0.59101
4900.3	2.0407	2040.7	0.59089
4898.4	2.0415	2041.5	0.59102
4896.4	2.0423	2042.3	0.59111
4894.5	2.0431	2043.1	0.59114
4892.6	2.0439	2043.9	0.59121
4890.7	2.0447	2044.7	0.59109
4888.8	2.0455	2045.5	0.59111
4886.9	2.0463	2046.3	0.59114
4885.0	2.0471	2047.1	0.59133
4883.1	2.0479	2047.9	0.59140
4881.1	2.0487	2048.7	0.59139
4879.2	2.0495	2049.5	0.59137
4877.1	2.0504	2050.4	0.59144
4875.2	2.0512	2051.2	0.59144
4873.3	2.0520	2052.0	0.59141
4871.4	2.0528	2052.8	0.59147
4869.5	2.0536	2053.6	0.59162
4867.6	2.0544	2054.4	0.59179
4865.7	2.0552	2055.2	0.59176
4863.8	2.0560	2056.0	0.59171
4861.7	2.0569	2056.9	0.59190
4859.8	2.0577	2057.7	0.59189
4857.9	2.0585	2058.5	0.59175
4856.0	2.0593	2059.3	0.59169
4854.1	2.0601	2060.1	0.59180
4852.2	2.0609	2060.9	0.59179
4850.1	2.0618	2061.8	0.59185
4848.2	2.0626	2062.6	0.59200
4846.4	2.0634	2063.4	0.59209
4844.5	2.0642	2064.2	0.59205
4842.4	2.0651	2065.1	0.59208
4840.5	2.0659	2065.9	0.59215
4838.6	2.0667	2066.7	0.59222
4836.8	2.0675	2067.5	0.59223
4834.9	2.0683	2068.3	0.59222
4832.8	2.0692	2069.2	0.59213
4830.9	2.0700	2070.0	0.59223
4829.1	2.0708	2070.8	0.59224
4827.2	2.0716	2071.6	0.59234
4825.1	2.0725	2072.5	0.59237
4823.2	2.0733	2073.3	0.59238
4821.4	2.0741	2074.1	0.59242
4819.3	2.0750	2075.0	0.59245
4817.4	2.0758	2075.8	0.59257
4815.6	2.0766	2076.6	0.59264
4813.5	2.0775	2077.5	0.59255
4811.6	2.0783	2078.3	0.59261
4809.8	2.0791	2079.1	0.59267
4807.7	2.0800	2080.0	0.59270
4805.8	2.0808	2080.8	0.59280
4804.0	2.0816	2081.6	0.59288
4801.9	2.0825	2082.5	0.59285
4800.1	2.0833	2083.3	0.59284
4798.2	2.0841	2084.1	0.59276
4796.2	2.0850	2085.0	0.59277
4794.3	2.0858	2085.8	0.59285
4792.3	2.0867	2086.7	0.59300
4790.4	2.0875	2087.5	0.59299
4788.6	2.0883	2088.3	0.59296
4786.5	2.0892	2089.2	0.59298
4784.7	2.0900	2090.0	0.59309
4782.6	2.0909	2090.9	0.59320
4780.8	2.0917	2091.7	0.59322
4778.7	2.0926	2092.6	0.59324
4776.9	2.0934	2093.4	0.59337
4775.1	2.0942	2094.2	0.59337
4773.0	2.0951	2095.1	0.59336
4771.2	2.0959	2095.9	0.59328
4769.2	2.0968	2096.8	0.59326
4767.4	2.0976	2097.6	0.59332
4765.3	2.0985	2098.5	0.59337
4763.5	2.0993	2099.3	0.59335
4761.5	2.1002	2100.2	0.59352
4759.6	2.1010	2101.0	0.59361
4757.6	2.1019	2101.9	0.59350
4755.8	2.1027	2102.7	0.59352
4753.8	2.1036	2103.6	0.59364
